Date,Adj_Close,ret
2014-01-31,154.8639777415331,-0.005875638919431658
2014-02-03,151.37871676487754,-0.0227624137457223
2014-02-04,152.43907266975543,0.006980237807807654
2014-02-05,152.24786023679098,-0.0012551405223915069
2014-02-06,154.2555799186241,0.013100984426881901
2014-02-07,156.16769294940326,0.012319548059026353
2014-02-10,156.45451203342165,0.0018349250943936468
2014-02-11,158.16672554223462,0.010884391821729622
2014-02-12,158.24495801528502,0.000494498014516509
2014-02-13,159.061942449162,0.005149501873654927
2014-02-14,159.9397851780858,0.005503700254704036
2014-02-18,160.13099761105025,0.0011948135599615384
2014-02-19,159.07064170617235,-0.0066438243081776704
2014-02-20,160.00931839412584,0.005883662487248031
2014-02-21,159.8267921810197,-0.0011413735152867588
2014-02-24,160.71332286808877,0.005531494536311854
2014-02-25,160.65247587190706,-0.0003786774893121958
2014-02-26,160.6611759980609,5.415347966319928e-05
2014-02-27,161.50424603496043,0.005233783042639217
2014-02-28,161.91273129875114,0.0025260608417640995
2014-03-03,160.77415595797493,-0.007056872223639488
2014-03-04,163.03393419981074,0.013957742240755522
2014-03-05,163.18168685174908,0.000905858901333545
2014-03-06,163.55541246066755,0.002287623735948152
2014-03-07,163.62494567670757,0.0004250451798677446
2014-03-10,163.53803915180745,-0.0005312735912941235
2014-03-11,162.7297287697802,-0.0049548997188022526
2014-03-12,162.77318855080628,0.0002670315930934919
2014-03-13,160.94798204492722,-0.011276530624215297
2014-03-14,160.4960370001104,-0.002811969212928034
2014-03-17,161.94750485991892,0.009002987967052789
2014-03-18,163.10346741585073,0.007112530204081757
2014-03-19,162.23432394393728,-0.005343034610111097
2014-03-20,163.18168685174908,0.005822489077306869
2014-03-21,162.55121626122735,-0.0038710942113358016
2014-03-24,161.87900848065468,-0.0041439341420614895
2014-03-25,162.647246318306,0.004734527708269098
2014-03-26,161.47743887659914,-0.007218287124726608
2014-03-27,161.13697264237754,-0.002110670499898326
2014-03-28,161.9313985115217,0.004918014521376968
2014-03-31,163.25833850714858,0.008161065429872494
2014-04-01,164.34085367453605,0.0066088020559122995
2014-04-02,164.89084336653727,0.003341052569088454
2014-04-03,164.67259522088713,-0.001324468384540367
2014-04-04,162.7258121587697,-0.011892580801902142
2014-04-07,160.92744918459795,-0.011113013196164978
2014-04-08,161.5909322773001,0.0041143951278783675
2014-04-09,163.3281787867492,0.01069351112288075
2014-04-10,159.89732492107004,-0.02122965348951933
2014-04-11,158.45687930284606,-0.009049388568529437
2014-04-14,159.70526480691277,0.007847520101570638
2014-04-15,160.80523109602643,0.0068638663737967676
2014-04-16,162.490113764386,0.010423273638624941
2014-04-17,162.71708659790661,0.0013958662054314175
2014-04-21,163.28452653864142,0.003481212919989929
2014-04-22,164.0265754718073,0.0045342195845599065
2014-04-23,163.64245698947792,-0.002344552705515035
2014-04-24,163.97419853582903,0.0020251818956023016
2014-04-25,162.6297821016911,-0.008232747347460823
2014-04-28,163.14485820133635,0.0031621646692050476
2014-04-29,163.9043573832358,0.004644564249244532
2014-04-30,164.39323148350692,0.002978239732521537
2014-05-01,164.41069482712925,0.0001062234495474712
2014-05-02,164.17498333785682,-0.0014347036122854817
2014-05-05,164.48926066759296,0.0019124527919096579
2014-05-06,163.0575537051208,-0.008742054678257283
2014-05-07,164.0178507839368,0.0058720394438456225
2014-05-08,163.8432417915057,-0.0010651401638881453
2014-05-09,164.08769193652998,0.0014908638689430376
2014-05-12,165.6852561407927,0.009688949389376589
2014-05-13,165.8336771017309,0.0008953996648264351
2014-05-14,165.04797592045725,-0.004749146112197344
2014-05-15,163.59880474137015,-0.008819076631340295
2014-05-16,164.16625777699372,0.003462563082304193
2014-05-19,164.76862440497317,0.0036625322151069284
2014-05-20,163.72976148569347,-0.006324940561025727
2014-05-21,165.10909151218738,0.008389143213574535
2014-05-22,165.51066024325033,0.002429188978582353
2014-05-23,166.17414333595252,0.004000689633600452
2014-05-27,167.19554291160986,0.006127748345821971
2014-05-28,167.0733248230384,-0.0007312562180619153
2014-05-29,167.937578749887,0.005159568449362162
2014-05-30,168.20820470450798,0.0016101705058426674
2014-06-02,168.40026394567266,0.0011411433751309374
2014-06-03,168.31297254434588,-0.000518491070873317
2014-06-04,168.65343877856748,0.0020207732203543216
2014-06-05,169.75340506768114,0.00650087421666079
2014-06-06,170.56529515344022,0.004771360642325639
2014-06-09,170.73989105098258,0.0010231072941717656
2014-06-10,170.7573543946049,0.00010227516543981352
2014-06-11,170.16371245449594,-0.0034825805608775795
2014-06-12,168.9589783255444,-0.00710503443012378
2014-06-13,169.47405442518965,0.003043890208658695
2014-06-16,169.61372276249475,0.0008237887331832283
2014-06-17,170.08514661403223,0.0027755414967520764
2014-06-18,171.3335198962028,0.0073128915787830095
2014-06-19,171.5255791373675,0.0011203392985326133
2014-06-20,171.87189180291475,0.0020169792282098697
2014-06-23,171.81926447930934,-0.00030624776375365315
2014-06-24,170.7842016782863,-0.006042355390115439
2014-06-25,171.55611207229572,0.004509616140289552
2014-06-26,171.43330884372165,-0.0007160759273183714
2014-06-27,171.766636278538,0.0019424684902347167
2014-06-30,171.67891442370387,-0.0005108341427764174
2014-07-01,172.8280000224579,0.0066709248022442935
2014-07-02,173.00343057463738,0.0010145438020146003
2014-07-03,173.85428239263786,0.00490606662513926
2014-07-07,173.24903615461957,-0.0034874161040692186
2014-07-08,172.13504420992834,-0.006450765226353461
2014-07-09,172.90694144644897,0.004474229550656794
2014-07-10,172.2227529072737,-0.003964825088342394
2014-07-11,172.45959209106755,0.0013742463140582473
2014-07-14,173.32799073609942,0.0050227394725279595
2014-07-15,173.00343057463738,-0.0018742755436171876
2014-07-16,173.64377134388437,0.003694485309841511
2014-07-17,171.6701418873541,-0.01143105372748554
2014-07-18,173.4244798642878,0.010167374275302343
2014-07-21,173.09991882565987,-0.0018732368327452065
2014-07-22,173.85428239263786,0.004348497600226153
2014-07-23,174.2402371510596,0.0022175294060176043
2014-07-24,174.24900442441387,5.031589105275458e-05
2014-07-25,173.43324626047618,-0.004692558560315696
2014-07-28,173.5034212882789,0.00040454085903096626
2014-07-29,172.75782499465515,-0.004306560170824092
2014-07-30,172.78413909504084,0.00015230625030326905
2014-07-31,169.37196367251872,-0.01994579969620691
2014-08-01,168.85443928933452,-0.0030602270108799345
2014-08-04,170.07369903872535,0.007194829057510788
2014-08-05,168.42462360349572,-0.009743554820835776
2014-08-06,168.47726408458993,0.00031249739729233283
2014-08-07,167.56500451214097,-0.005429446821025863
2014-08-08,169.5035464547699,0.011502487019985352
2014-08-11,169.99475761473428,0.0028937493757759114
2014-08-12,169.75791930810635,-0.0013941808914390563
2014-08-13,170.90700402969446,0.006746154363573176
2014-08-14,171.7139957974438,0.004710705184260533
2014-08-15,171.67891442370387,-0.00020432206267351205
